gender,age,married,n_of_dependents,n_of_referrals,tenure_in_months,offer,phone_service,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,ttl_refunds,ttl_extra_data_chg,ttl_l_distance_chg,ttl_revenue,customer_status
Male,49,Yes,0,3.0,9,No Offer,Yes,Yes,Yes,Fiber Optic,21.0,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,201.69,1002.99,0
Male,52,No,0,0.0,22,No Offer,Yes,Yes,Yes,Fiber Optic,16.0,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,0.0,40,1018.16,3162.71,1
Female,73,Yes,0,3.0,47,No Offer,Yes,Yes,Yes,Fiber Optic,7.0,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,0.0,140,140.06,5027.26,0
Female,24,No,0,0.0,5,No Offer,Yes,No,Yes,DSL,42.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,215.1,459.85,0
Female,31,No,0,0.0,4,Offer E,Yes,Yes,Yes,Fiber Optic,3.0,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,0.0,10,31.76,441.01,0
Male,47,Yes,0,1.0,52,No Offer,No,No,Yes,DSL,26.0,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,0.0,2020.9,0
Male,32,Yes,0,7.0,28,Offer C,Yes,No,Yes,Cable,24.0,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,0.0,0,808.08,2593.73,0
Female,66,Yes,1,1.0,55,No Offer,Yes,Yes,Yes,Cable,19.0,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,0.0,0,1901.35,6055.9,0
Female,63,No,0,0.0,50,Offer B,Yes,No,Yes,Fiber Optic,26.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.0,0,1490.0,5794.5,0
Male,54,No,0,0.0,51,No Offer,Yes,Yes,Yes,Fiber Optic,11.0,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,0.0,10,2189.43,6285.18,0
Female,53,Yes,0,0.0,72,Offer A,No,No,Yes,DSL,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,0.0,0,0.0,4528.0,0
Male,31,No,0,0.0,51,No Offer,No,Yes,Yes,DSL,2.0,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,0.0,0,0.0,2181.55,0
Male,41,Yes,3,1.0,31,No Offer,No,No,Yes,DSL,23.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,0.0,1077.5,1
Female,73,No,0,0.0,3,No Offer,Yes,No,Yes,Fiber Optic,20.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,55.14,276.09,1
Female,57,No,0,0.0,5,No Offer,Yes,No,No,Fiber Optic,26.22592945662536,No,No,Yes,No,Yes,No,Yes,Yes,Month-to-Month,No,Credit Card,0.0,0,30.85,138.9,1
Male,46,No,0,0.0,52,No Offer,Yes,No,Yes,Fiber Optic,12.0,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,0.0,90,2502.76,6931.36,1
Male,33,Yes,0,0.0,5,Offer E,Yes,Yes,Yes,Fiber Optic,26.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,125.55,541.85,1
Female,71,No,0,0.0,8,Offer E,Yes,No,Yes,Fiber Optic,9.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,343.44,1073.39,1
Male,76,Yes,0,1.0,13,Offer D,Yes,No,Yes,Fiber Optic,5.0,No,Yes,No,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,19.11,1188.46,1
Female,74,No,0,0.0,8,No Offer,Yes,No,No,Fiber Optic,26.22592945662536,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,223.6,387.9,1
Male,34,No,0,0.0,51,Offer B,Yes,No,No,Fiber Optic,26.22592945662536,No,No,No,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,0.0,0,1495.83,2503.63,0
Male,21,No,0,0.0,35,No Offer,Yes,Yes,No,DSL,26.22592945662536,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,1394.4,2295.65,0
Female,49,Yes,0,1.0,41,No Offer,Yes,No,Yes,DSL,28.0,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.0,0,1312.82,4041.42,1
Male,73,No,0,0.0,67,No Offer,Yes,Yes,No,Fiber Optic,26.22592945662536,Yes,Yes,No,No,No,No,Yes,Yes,Two Year,No,Credit Card,0.0,0,984.23,2656.38,0
Male,35,No,0,0.0,12,Offer D,No,Yes,Yes,Cable,6.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,0.0,0,0.0,442.45,0
Female,46,Yes,1,6.0,10,Offer D,Yes,No,No,Fiber Optic,26.22592945662536,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,190.5,387.25,0
Male,46,No,0,0.0,31,No Offer,Yes,No,Yes,Fiber Optic,20.0,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.0,40,1065.78,3540.93,1
Female,68,Yes,0,1.0,3,Offer E,Yes,No,Yes,Fiber Optic,2.0,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,0.0,0,77.31,351.06,1
Female,55,No,0,0.0,36,Offer C,Yes,Yes,Yes,DSL,9.0,No,Yes,No,Yes,No,Yes,Yes,No,One Year,Yes,Credit Card,0.0,60,1053.72,3625.67,0
Female,73,No,0,0.0,46,No Offer,Yes,No,Yes,Fiber Optic,30.0,No,Yes,No,No,Yes,Yes,No,Yes,One Year,No,Credit Card,0.0,0,281.98,4706.18,1
Male,36,Yes,0,4.0,57,No Offer,Yes,Yes,Yes,Fiber Optic,13.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,1812.03,7737.78,0
Female,32,Yes,0,1.0,57,Offer B,Yes,No,Yes,Cable,24.0,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,0.0,0,2736.0,6860.65,0
Male,43,Yes,0,1.0,5,No Offer,Yes,No,Yes,Fiber Optic,24.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,196.8,694.9,1
Male,27,Yes,1,1.0,72,Offer A,Yes,Yes,No,Fiber Optic,26.22592945662536,No,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,0.0,0,2543.76,4313.36,0
Female,80,No,0,0.0,1,Offer E,Yes,No,Yes,DSL,14.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,0.0,0,15.24,60.34,1
Male,23,Yes,3,1.0,69,No Offer,Yes,Yes,No,Fiber Optic,26.22592945662536,No,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,0.0,0,2283.21,4001.41,0
Male,62,No,0,0.0,2,No Offer,Yes,No,No,Fiber Optic,26.22592945662536,No,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-Month,No,Mailed Check,0.0,0,64.06,97.26,1
Female,58,No,0,0.0,12,No Offer,No,Yes,Yes,DSL,19.0,Yes,No,No,Yes,No,No,No,Yes,One Year,Yes,Mailed Check,0.0,0,0.0,435.45,0
Female,66,No,0,0.0,1,Offer E,Yes,No,Yes,Cable,22.0,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,26.22,82.02,1
Female,27,No,3,0.0,28,No Offer,Yes,No,No,DSL,26.22592945662536,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,0.0,0,730.52,1265.87,0
Male,80,No,0,0.0,2,Offer E,Yes,No,Yes,DSL,11.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,0.0,0,53.24,138.39,1
Female,41,No,0,0.0,4,Offer E,Yes,No,Yes,Fiber Optic,23.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,147.64,464.89,1
Male,41,No,0,0.0,1,Offer E,Yes,No,No,DSL,26.22592945662536,No,Yes,Yes,Yes,Yes,Yes,No,No,Month-to-Month,No,Mailed Check,0.0,0,23.16,43.41,1
Female,60,No,0,0.0,33,No Offer,Yes,Yes,No,DSL,26.22592945662536,No,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,0.0,0,1204.5,2030.6,0
Female,41,Yes,0,3.0,61,No Offer,Yes,Yes,Yes,Fiber Optic,29.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,1685.43,8436.78,0
Female,55,No,0,0.0,21,Offer D,Yes,No,Yes,DSL,15.0,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Mailed Check,0.0,0,648.48,1985.28,0
Male,41,No,0,0.0,8,Offer E,Yes,No,Yes,DSL,27.0,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,246.4,767.35,0
Male,42,No,0,0.0,4,Offer E,Yes,Yes,Yes,Fiber Optic,11.0,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,0.0,30,48.96,447.06,1
Male,49,No,0,0.0,6,No Offer,Yes,Yes,Yes,Fiber Optic,11.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,37.92,507.72,1
Female,37,Yes,0,4.0,72,No Offer,Yes,Yes,No,DSL,26.22592945662536,Yes,Yes,Yes,No,No,No,No,No,Two Year,No,Bank Withdrawal,0.0,0,905.76,2792.76,0
Female,45,Yes,0,1.0,5,No Offer,Yes,No,Yes,Fiber Optic,25.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,0.0,0,46.15,511.2,1
Male,58,No,0,0.0,1,Offer E,Yes,No,Yes,Cable,12.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.0,0,44.75,90.6,1
Male,66,Yes,0,4.0,61,Offer B,Yes,Yes,Yes,Fiber Optic,2.0,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,0.0,0,1619.55,6524.4,0
Female,70,Yes,0,1.0,35,No Offer,Yes,Yes,Yes,Fiber Optic,10.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,0.0,0,1579.55,5032.1,0
Male,77,Yes,0,1.0,30,Offer C,Yes,No,Yes,Fiber Optic,4.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.0,0,186.9,2552.05,1
Female,80,Yes,0,1.0,17,Offer D,Yes,Yes,Yes,Fiber Optic,6.0,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,625.94,2089.39,1
Female,44,No,0,0.0,6,Offer E,Yes,No,Yes,DSL,22.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,103.08,492.18,1
Female,47,Yes,3,0.0,1,No Offer,Yes,No,No,Fiber Optic,26.22592945662536,Yes,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,0.0,0,34.57,55.07,1
Female,33,No,0,0.0,66,No Offer,Yes,Yes,Yes,Fiber Optic,15.0,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,0.0,0,2107.38,8107.48,0
Male,56,No,0,0.0,1,No Offer,Yes,No,Yes,Fiber Optic,11.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,4.8,79.15,1
Male,48,Yes,2,0.0,72,Offer A,Yes,No,No,DSL,26.22592945662536,Yes,No,Yes,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,0.0,0,614.16,1937.01,0
Female,34,No,0,0.0,8,No Offer,Yes,No,Yes,Fiber Optic,7.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,291.12,970.42,1
Male,51,Yes,3,3.0,24,Offer C,Yes,Yes,Yes,Cable,26.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,1096.32,3020.17,0
Male,69,Yes,0,2.0,38,Offer C,No,No,Yes,Cable,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,0.0,955.75,0
Male,39,No,0,0.0,68,No Offer,Yes,Yes,Yes,Fiber Optic,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,0.0,0,2221.56,10257.51,0
Female,55,No,0,0.0,9,Offer E,Yes,Yes,Yes,Fiber Optic,12.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,148.32,854.92,1
Male,67,No,0,0.0,19,No Offer,Yes,Yes,Yes,Fiber Optic,15.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,318.82,1790.57,1
Male,40,No,0,0.0,9,Offer E,Yes,No,Yes,Cable,11.0,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,0.0,0,247.77,795.57,0
Female,63,Yes,0,1.0,7,Offer E,Yes,No,Yes,Fiber Optic,26.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,312.62,899.72,1
Male,54,Yes,0,1.0,40,Offer B,Yes,Yes,Yes,Cable,4.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,902.4,5015.5,1
Male,33,Yes,0,1.0,3,No Offer,Yes,Yes,Yes,Fiber Optic,17.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,129.81,381.56,1
Female,76,Yes,3,2.0,28,No Offer,No,Yes,Yes,DSL,21.0,No,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.0,0,0.0,1096.6,0
Male,56,Yes,0,1.0,72,Offer A,Yes,Yes,Yes,DSL,30.0,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,0.0,140,2108.88,8229.43,0
Female,56,No,3,0.0,7,Offer E,Yes,No,No,Fiber Optic,26.22592945662536,No,No,Yes,No,Yes,No,Yes,Yes,One Year,No,Credit Card,0.0,0,347.62,444.42,0
Male,59,Yes,0,1.0,15,No Offer,Yes,Yes,Yes,Fiber Optic,13.0,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,0.0,140,279.0,1958.8,0
Female,57,No,0,0.0,56,Offer B,Yes,No,No,DSL,26.22592945662536,No,Yes,No,No,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.0,0,777.84,1858.39,0
Male,43,No,0,0.0,9,Offer E,Yes,Yes,Yes,Fiber Optic,6.0,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.0,50,309.06,1143.51,0
Male,74,Yes,2,3.0,50,No Offer,Yes,Yes,Yes,DSL,18.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.0,0,1645.0,5467.45,0
Male,53,No,0,0.0,10,Offer D,No,Yes,Yes,DSL,22.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,0.0,389.8,0
Female,24,No,2,0.0,26,No Offer,No,Yes,Yes,DSL,27.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,10.28,0,0.0,776.22,0
Female,63,No,0,0.0,16,No Offer,Yes,No,No,DSL,26.22592945662536,Yes,Yes,Yes,No,Yes,No,No,No,One Year,No,Credit Card,0.0,0,655.2,950.75,0
Male,61,Yes,0,2.0,72,Offer A,Yes,Yes,No,DSL,26.22592945662536,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,0.0,0,2468.88,4179.78,0
Female,64,No,0,0.0,12,No Offer,Yes,No,Yes,Cable,23.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,419.04,1539.99,1
Male,61,No,0,0.0,1,Offer E,Yes,No,Yes,DSL,3.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,43.03,93.78,1
Female,57,No,0,0.0,10,No Offer,Yes,No,No,Fiber Optic,26.22592945662536,No,Yes,No,Yes,No,Yes,No,Yes,One Year,Yes,Credit Card,0.0,0,28.4,226.65,0
Male,57,No,0,0.0,7,No Offer,Yes,No,Yes,DSL,24.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Mailed Check,0.0,0,39.27,409.67,0
Male,63,Yes,0,1.0,68,Offer A,Yes,Yes,Yes,DSL,18.0,No,Yes,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,0.0,90,1984.24,7368.19,1
Male,54,Yes,2,7.0,13,No Offer,Yes,No,No,Fiber Optic,26.22592945662536,No,Yes,No,No,Yes,Yes,No,Yes,One Year,No,Credit Card,0.0,0,55.38,273.93,0
Female,72,Yes,0,1.0,70,No Offer,Yes,Yes,Yes,Fiber Optic,24.0,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,0.0,0,2361.8,9557.15,0
Male,61,Yes,6,2.0,7,No Offer,No,Yes,Yes,Cable,30.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,0.0,279.25,1
Female,42,No,0,0.0,5,No Offer,Yes,No,Yes,DSL,26.0,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,0.0,0,124.15,424.55,0
Male,68,No,0,0.0,19,Offer D,Yes,Yes,Yes,Fiber Optic,25.0,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,534.28,2194.28,1
Female,62,No,0,0.0,39,No Offer,Yes,No,Yes,DSL,17.0,No,No,No,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,0.0,0,264.03,2473.18,0
Male,40,No,0,0.0,20,No Offer,Yes,No,Yes,Fiber Optic,18.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,321.0,2524.7,0
Male,78,Yes,0,1.0,20,No Offer,Yes,No,Yes,Fiber Optic,5.0,Yes,No,Yes,Yes,No,Yes,No,Yes,One Year,No,Credit Card,0.0,0,650.8,2469.1,0
Male,70,Yes,0,1.0,72,Offer A,No,No,Yes,DSL,7.0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Credit Card,0.0,30,0.0,4576.0,0
Female,55,No,0,0.0,62,No Offer,Yes,Yes,No,Cable,26.22592945662536,No,No,Yes,No,No,No,Yes,Yes,Two Year,Yes,Credit Card,0.0,0,510.26,2074.21,0
Female,57,No,1,0.0,24,No Offer,Yes,No,No,Fiber Optic,26.22592945662536,Yes,No,No,No,Yes,No,No,Yes,Two Year,No,Mailed Check,0.0,0,821.76,1319.86,0
Male,57,Yes,0,4.0,21,No Offer,Yes,No,Yes,DSL,11.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,360.99,1486.19,0
Female,67,No,0,0.0,2,No Offer,Yes,No,Yes,Fiber Optic,25.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,25.04,167.39,1
Female,19,Yes,1,6.0,48,Offer B,Yes,No,Yes,DSL,27.0,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,0.0,0,2143.68,5167.33,0
Male,48,No,0,0.0,7,No Offer,Yes,No,Yes,Fiber Optic,23.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,0.0,0,11.69,545.29,0
Female,36,Yes,0,1.0,53,Offer B,Yes,Yes,Yes,Fiber Optic,20.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.0,0,954.0,6672.2,0
Female,47,No,0,0.0,1,No Offer,Yes,No,Yes,DSL,26.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,0.0,0,32.74,87.74,1
Female,37,Yes,5,5.0,27,Offer C,Yes,No,Yes,DSL,30.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,0.0,0,521.64,1857.79,0
Female,49,Yes,1,4.0,56,No Offer,Yes,No,Yes,Fiber Optic,28.0,No,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,0.0,0,726.32,5694.32,0
Male,49,Yes,0,0.0,67,No Offer,Yes,Yes,Yes,DSL,3.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.0,0,2865.59,8158.99,1
Female,63,No,0,0.0,17,Offer D,Yes,No,No,DSL,26.22592945662536,Yes,No,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,43.68,0,65.28,359.5,0
Male,27,No,0,0.0,18,Offer D,Yes,Yes,Yes,Fiber Optic,42.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,273.24,1668.29,0
Male,75,No,0,0.0,37,Offer C,No,Yes,Yes,DSL,29.0,No,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,0.0,0,0.0,1315.0,0
Male,41,No,0,0.0,48,No Offer,Yes,No,No,Fiber Optic,26.22592945662536,Yes,No,No,Yes,Yes,No,Yes,Yes,Two Year,No,Credit Card,0.0,0,1616.64,2599.59,0
Male,38,Yes,0,7.0,8,No Offer,Yes,No,No,Fiber Optic,26.22592945662536,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,178.72,339.87,0
Female,36,No,0,0.0,50,No Offer,Yes,No,Yes,Fiber Optic,9.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,0.0,0,755.0,5793.45,0
Male,39,Yes,1,5.0,10,No Offer,Yes,Yes,No,Fiber Optic,26.22592945662536,No,Yes,No,No,No,No,Yes,Yes,Two Year,No,Credit Card,0.0,0,228.3,485.8,0
Male,73,No,0,0.0,6,Offer E,Yes,No,Yes,Fiber Optic,30.0,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,176.46,680.06,1
Male,61,No,0,0.0,56,Offer B,Yes,No,Yes,DSL,13.0,No,Yes,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,0.0,90,1031.52,5406.17,0
Female,64,Yes,0,1.0,14,Offer D,Yes,Yes,Yes,Fiber Optic,9.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,190.96,1449.96,1
Male,64,No,0,0.0,34,Offer C,Yes,Yes,Yes,Fiber Optic,13.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,0.0,0,761.94,4660.99,0
Male,52,Yes,0,5.0,72,Offer A,Yes,Yes,Yes,Fiber Optic,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,0.0,0,2214.0,10682.2,0
Male,41,No,0,0.0,17,No Offer,Yes,No,No,Fiber Optic,26.22592945662536,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,0.0,0,725.22,1091.02,0
Male,41,Yes,2,3.0,68,No Offer,Yes,No,Yes,Fiber Optic,19.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.0,0,2135.2,9308.35,0
Female,38,No,0,0.0,47,Offer B,Yes,Yes,Yes,DSL,13.0,Yes,No,Yes,Yes,No,No,No,No,Two Year,Yes,Credit Card,0.0,0,1680.25,4560.15,0
Female,68,No,0,0.0,16,Offer D,Yes,No,Yes,Fiber Optic,9.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,150.88,1662.08,1
Male,41,Yes,0,1.0,3,Offer E,Yes,No,No,Fiber Optic,26.22592945662536,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,0.0,0,112.83,163.98,1
Male,37,No,0,0.0,22,Offer D,Yes,No,Yes,Fiber Optic,18.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,1057.54,3200.34,0
Male,49,No,0,0.0,23,Offer D,Yes,Yes,Yes,Fiber Optic,2.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,0.0,0,374.44,2844.54,1
Male,25,No,0,0.0,44,No Offer,Yes,No,Yes,Fiber Optic,41.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.0,0,1686.52,6197.32,0
Male,67,No,0,0.0,5,Offer E,Yes,No,Yes,Fiber Optic,15.0,No,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.0,0,91.9,500.4,0
Male,26,No,0,0.0,4,Offer E,Yes,No,No,DSL,26.22592945662536,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,27.52,90.52,0
Female,35,No,0,0.0,4,Offer E,Yes,No,No,Cable,26.22592945662536,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,0.0,0,130.16,214.66,0
Female,57,No,0,0.0,3,Offer E,Yes,Yes,Yes,DSL,25.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,10.92,166.57,1
Male,55,No,0,0.0,54,No Offer,Yes,No,Yes,Fiber Optic,24.0,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,0.0,0,1467.18,6134.18,0
Male,40,No,0,0.0,14,No Offer,Yes,Yes,No,Fiber Optic,26.22592945662536,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,0.0,0,469.0,790.7,0
Female,48,No,0,0.0,25,No Offer,Yes,No,Yes,DSL,21.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Credit Card,0.0,0,34.25,1898.05,1
Female,72,No,1,0.0,27,Offer C,Yes,Yes,Yes,Fiber Optic,18.0,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.0,10,89.91,2235.41,1
Female,33,No,0,0.0,1,No Offer,Yes,Yes,Yes,Fiber Optic,25.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,13.61,88.11,1
